Order ID,Order Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2019-42117,2018-03-29,Same Day,Consumer,California,East,Office Supplies,Accessories,4967.0,3,0.08,612.82
CA-2019-41910,2017-07-11,Standard Class,Home Office,Ohio,South,Office Supplies,Tables,3397.12,5,0.45,-965.41
CA-2015-65754,2018-05-01,Same Day,Home Office,Washington,West,Technology,Tables,1166.91,9,0.12,-55.41
CA-2018-61501,2020-07-13,Standard Class,Home Office,New York,East,Furniture,Accessories,549.85,5,0.15,82.0
CA-2017-48467,2020-12-18,Second Class,Consumer,California,East,Furniture,Paper,3208.17,9,0.43,-776.75
CA-2016-43893,2020-02-26,Same Day,Corporate,New York,Central,Office Supplies,Accessories,2620.68,8,0.23,-12.79
CA-2016-41007,2017-08-26,First Class,Corporate,Washington,Central,Office Supplies,Paper,4496.73,7,0.01,637.12
CA-2019-64253,2022-04-28,Second Class,Consumer,California,South,Technology,Accessories,3635.77,1,0.25,-229.31
CA-2018-83379,2020-10-10,First Class,Consumer,Washington,South,Office Supplies,Chairs,2553.61,4,0.04,627.28
CA-2017-26456,2022-05-18,Standard Class,Home Office,New York,East,Office Supplies,Paper,2023.91,9,0.49,-806.32
CA-2015-20106,2020-02-10,Standard Class,Home Office,Florida,West,Technology,Chairs,2027.83,8,0.29,-338.46
CA-2015-82240,2022-01-26,First Class,Consumer,Ohio,West,Technology,Copiers,1139.26,4,0.13,-47.83
CA-2018-79249,2021-01-09,First Class,Home Office,Texas,South,Office Supplies,Paper,96.46,1,0.28,-3.08
CA-2018-20756,2020-09-28,Second Class,Corporate,Ohio,Central,Furniture,Paper,2878.8,4,0.04,73.44
CA-2018-46378,2020-03-14,First Class,Consumer,Florida,East,Office Supplies,Accessories,1069.95,3,0.4,-352.65
CA-2019-66549,2019-12-25,Same Day,Consumer,Washington,East,Furniture,Paper,1049.55,6,0.46,-351.99
CA-2016-83794,2020-06-24,Same Day,Corporate,Ohio,West,Furniture,Chairs,635.65,5,0.44,-166.19
CA-2018-55113,2019-01-05,First Class,Corporate,Washington,South,Furniture,Copiers,956.08,5,0.17,-17.62
CA-2017-84069,2019-09-18,Same Day,Corporate,Washington,West,Technology,Accessories,168.63,2,0.16,-16.66
CA-2016-29201,2021-02-22,First Class,Home Office,California,West,Technology,Phones,3374.41,3,0.02,908.97
CA-2015-19686,2019-04-05,Second Class,Consumer,Illinois,South,Technology,Copiers,2012.97,6,0.33,-84.11
CA-2018-10661,2021-01-02,Same Day,Home Office,Washington,Central,Office Supplies,Copiers,2812.01,2,0.27,-422.25
CA-2018-70963,2017-04-16,Same Day,Corporate,Ohio,East,Technology,Chairs,3188.42,4,0.23,9.19
CA-2019-52828,2017-06-30,First Class,Home Office,Ohio,Central,Technology,Copiers,4862.7,2,0.45,-1241.72
CA-2019-20526,2017-07-03,Same Day,Corporate,Ohio,South,Office Supplies,Phones,350.65,9,0.08,10.3
CA-2015-38982,2017-08-14,Standard Class,Home Office,Florida,South,Office Supplies,Tables,2095.41,3,0.0,242.11
CA-2016-98733,2019-02-16,Second Class,Home Office,Texas,East,Furniture,Accessories,1237.03,6,0.04,164.26
CA-2015-78619,2019-03-01,Second Class,Corporate,Washington,Central,Office Supplies,Tables,2388.79,1,0.11,107.04
CA-2015-56479,2022-04-17,Same Day,Home Office,Washington,East,Office Supplies,Accessories,4603.16,3,0.02,473.24
CA-2018-30103,2020-01-18,Same Day,Consumer,Washington,West,Technology,Copiers,3622.68,8,0.25,6.8
CA-2018-20754,2018-11-19,Standard Class,Home Office,California,West,Furniture,Accessories,3313.13,5,0.16,34.34
CA-2019-82982,2018-06-14,Standard Class,Home Office,Washington,West,Furniture,Chairs,2211.82,8,0.09,273.63
CA-2018-65922,2020-10-26,Same Day,Consumer,Florida,Central,Office Supplies,Phones,3358.85,2,0.38,-949.49
CA-2019-72711,2019-08-30,Same Day,Corporate,New York,West,Technology,Accessories,171.55,7,0.1,14.3
CA-2018-28752,2019-07-25,Standard Class,Consumer,Illinois,East,Technology,Phones,2935.33,9,0.34,-617.9
CA-2015-92205,2022-04-21,First Class,Home Office,Ohio,Central,Technology,Accessories,2773.35,7,0.17,32.18
CA-2019-23395,2020-11-23,Standard Class,Corporate,Washington,East,Technology,Phones,1739.74,3,0.26,-25.74
CA-2016-14895,2017-04-16,First Class,Home Office,California,South,Office Supplies,Tables,1015.56,7,0.47,-231.32
CA-2015-86559,2020-07-18,Second Class,Home Office,Florida,Central,Technology,Chairs,4039.7,8,0.02,478.93
CA-2018-75061,2022-06-22,Second Class,Consumer,Washington,East,Furniture,Accessories,278.77,1,0.25,-7.37
CA-2018-29169,2019-04-11,Standard Class,Consumer,California,East,Furniture,Binders,357.67,3,0.43,-51.75
CA-2019-26163,2021-03-07,First Class,Corporate,New York,Central,Office Supplies,Phones,2208.2,5,0.29,-184.57
CA-2015-15782,2018-11-10,Standard Class,Corporate,Texas,South,Technology,Phones,1270.25,6,0.14,-67.19
CA-2016-94328,2021-03-29,Standard Class,Corporate,Washington,Central,Technology,Binders,3729.81,3,0.2,74.32
CA-2019-45585,2019-04-29,First Class,Home Office,Florida,West,Technology,Chairs,3174.61,4,0.34,-837.38
CA-2017-57864,2019-11-22,Standard Class,Consumer,California,West,Technology,Phones,3864.95,5,0.45,-703.31
CA-2015-94416,2018-01-28,Second Class,Consumer,California,South,Office Supplies,Chairs,1630.15,3,0.02,259.46
CA-2017-48067,2017-02-09,Same Day,Consumer,Washington,East,Technology,Phones,3705.19,4,0.04,393.81
CA-2016-46035,2018-10-22,Same Day,Corporate,California,East,Office Supplies,Copiers,4312.89,5,0.16,-412.95
CA-2016-93362,2020-05-26,Standard Class,Consumer,Texas,East,Technology,Paper,1732.92,2,0.12,43.66
CA-2017-20382,2021-10-21,First Class,Consumer,California,Central,Technology,Copiers,1706.08,9,0.13,248.75
CA-2018-74612,2019-09-08,First Class,Consumer,Ohio,Central,Furniture,Phones,4500.76,8,0.11,-246.44
CA-2018-71929,2020-01-11,Second Class,Corporate,Illinois,South,Office Supplies,Paper,258.45,6,0.1,17.75
CA-2018-22329,2019-04-25,First Class,Consumer,Ohio,West,Furniture,Accessories,1757.45,3,0.07,373.97
CA-2016-97468,2021-10-10,First Class,Corporate,Illinois,East,Office Supplies,Chairs,602.18,2,0.47,-193.47
CA-2017-86957,2017-07-20,Second Class,Consumer,California,West,Technology,Phones,154.61,7,0.07,13.46
CA-2016-73133,2018-03-23,Standard Class,Consumer,Washington,Central,Technology,Tables,573.22,8,0.1,54.25
CA-2017-41750,2022-02-11,Same Day,Consumer,Illinois,Central,Office Supplies,Tables,2161.92,1,0.12,98.87
CA-2018-50461,2020-12-22,Second Class,Corporate,Florida,Central,Furniture,Binders,3437.91,6,0.47,-1299.01
CA-2015-88222,2019-11-28,Standard Class,Corporate,Illinois,West,Office Supplies,Tables,1453.52,7,0.38,-472.92
CA-2019-34226,2020-05-19,Second Class,Consumer,Ohio,South,Office Supplies,Paper,4249.88,9,0.39,-797.05
CA-2016-66154,2018-03-20,Standard Class,Home Office,California,South,Technology,Tables,2193.7,3,0.05,504.99
CA-2016-62130,2020-09-12,Second Class,Corporate,Washington,Central,Furniture,Tables,4841.46,2,0.42,-1662.6
CA-2016-82909,2019-01-31,Standard Class,Corporate,New York,East,Office Supplies,Tables,4771.24,5,0.2,-464.06
CA-2018-65249,2017-08-15,Second Class,Consumer,Washington,West,Furniture,Phones,3868.65,1,0.13,48.58
CA-2016-15656,2017-02-17,Standard Class,Home Office,Washington,Central,Furniture,Binders,4662.7,6,0.29,-176.32
CA-2016-84520,2019-11-08,Second Class,Consumer,Washington,West,Office Supplies,Chairs,3538.41,9,0.41,-1035.64
CA-2019-74309,2019-07-01,Same Day,Corporate,Florida,West,Furniture,Binders,4478.96,9,0.39,-535.17
CA-2015-83822,2021-01-02,Same Day,Corporate,Texas,South,Technology,Paper,1190.0,7,0.44,-447.75
CA-2015-41055,2022-01-05,First Class,Consumer,Ohio,Central,Technology,Phones,1733.65,7,0.46,-302.97
CA-2019-21138,2021-09-28,Standard Class,Consumer,California,South,Technology,Accessories,3767.12,8,0.12,264.4
CA-2017-61112,2017-07-06,Second Class,Home Office,Texas,Central,Technology,Phones,2128.56,2,0.21,9.99
CA-2015-81308,2017-12-11,Standard Class,Home Office,New York,West,Furniture,Copiers,4188.26,6,0.01,552.53
CA-2019-27347,2017-08-12,Same Day,Corporate,Texas,South,Technology,Tables,4389.42,5,0.44,-853.75
CA-2015-41822,2019-04-10,Standard Class,Home Office,California,West,Office Supplies,Tables,1505.65,5,0.08,17.53
CA-2018-50108,2018-05-03,Second Class,Home Office,Ohio,Central,Technology,Paper,4119.02,3,0.43,-1514.86
CA-2018-99099,2022-04-17,Standard Class,Corporate,Ohio,East,Office Supplies,Accessories,779.78,3,0.16,-8.67
CA-2018-87452,2019-05-27,Second Class,Corporate,California,South,Office Supplies,Copiers,1677.64,6,0.18,139.96
CA-2018-62188,2019-04-29,Same Day,Corporate,New York,South,Technology,Phones,2594.65,7,0.02,567.53
CA-2018-45262,2020-06-06,Same Day,Corporate,California,West,Technology,Accessories,1139.95,1,0.16,21.99
CA-2019-87866,2020-11-14,Same Day,Consumer,New York,West,Furniture,Chairs,2900.55,3,0.44,-716.34
CA-2016-82146,2019-09-06,First Class,Corporate,New York,East,Office Supplies,Binders,2897.69,1,0.01,210.0
CA-2017-89364,2021-06-01,Same Day,Corporate,California,South,Technology,Phones,1042.45,3,0.2,62.72
CA-2017-52913,2019-10-14,Standard Class,Corporate,Illinois,Central,Furniture,Accessories,3980.25,5,0.02,902.48
CA-2016-65677,2017-07-07,First Class,Home Office,Ohio,Central,Technology,Chairs,3161.91,9,0.19,76.26
CA-2017-59841,2022-02-25,Same Day,Corporate,New York,South,Technology,Chairs,1595.62,3,0.09,122.14
CA-2019-35032,2017-09-27,Standard Class,Consumer,California,South,Technology,Copiers,1168.6,9,0.13,188.28
CA-2017-54936,2021-06-19,Standard Class,Consumer,Illinois,South,Office Supplies,Copiers,4394.96,1,0.44,-748.21
CA-2017-71588,2017-11-06,Standard Class,Corporate,Ohio,East,Technology,Binders,4180.35,6,0.22,-37.17
CA-2015-60331,2020-03-01,Second Class,Consumer,New York,Central,Furniture,Chairs,1156.51,9,0.14,3.41
CA-2017-16406,2021-04-24,First Class,Home Office,Ohio,Central,Technology,Paper,187.67,5,0.29,-16.04
CA-2018-51568,2020-01-01,Standard Class,Corporate,Illinois,West,Technology,Chairs,4024.62,2,0.07,498.49
CA-2018-56851,2021-12-22,Second Class,Consumer,Ohio,West,Furniture,Accessories,3081.39,5,0.13,57.19
CA-2015-53108,2019-04-25,Same Day,Consumer,Florida,South,Furniture,Copiers,513.4,1,0.27,-73.59
CA-2018-51779,2021-08-23,Standard Class,Corporate,Washington,West,Office Supplies,Paper,2940.92,9,0.12,93.38
CA-2019-22411,2020-04-25,Second Class,Consumer,Florida,East,Office Supplies,Copiers,2266.39,9,0.34,-332.08
CA-2016-25422,2018-05-01,Standard Class,Corporate,Illinois,Central,Office Supplies,Copiers,3875.01,6,0.25,-360.25
CA-2019-42371,2020-04-29,First Class,Consumer,New York,Central,Office Supplies,Copiers,1053.33,9,0.39,-288.72
CA-2019-90354,2020-12-16,First Class,Home Office,California,West,Furniture,Chairs,2271.25,3,0.47,-521.84
CA-2017-36715,2017-04-30,Same Day,Consumer,Texas,South,Technology,Tables,789.66,4,0.06,97.02
CA-2019-86373,2017-08-08,Standard Class,Consumer,California,West,Technology,Chairs,4788.06,6,0.17,-493.56
CA-2019-71949,2017-02-22,Second Class,Corporate,Ohio,South,Technology,Copiers,3895.9,4,0.16,-69.82
CA-2016-73037,2021-10-24,Same Day,Consumer,Texas,East,Office Supplies,Paper,3686.24,1,0.08,704.91
CA-2017-16548,2021-01-14,Standard Class,Corporate,Texas,Central,Furniture,Chairs,3454.13,7,0.41,-591.32
CA-2019-33177,2020-12-06,Same Day,Home Office,Ohio,East,Furniture,Copiers,2122.45,5,0.38,-528.89
CA-2016-15542,2021-07-25,Second Class,Corporate,Ohio,Central,Furniture,Copiers,4617.18,8,0.24,205.68
CA-2019-70428,2020-06-14,Same Day,Corporate,New York,East,Technology,Chairs,373.86,9,0.27,-75.09
CA-2019-69353,2019-01-28,Same Day,Consumer,Illinois,West,Office Supplies,Chairs,4018.26,5,0.03,1045.99
CA-2016-66532,2019-01-08,Same Day,Home Office,California,East,Furniture,Paper,1084.01,8,0.28,-182.74
CA-2019-57076,2018-12-21,Standard Class,Corporate,Illinois,East,Office Supplies,Chairs,1626.9,1,0.4,-565.72
CA-2019-10671,2018-02-10,Second Class,Consumer,Florida,West,Furniture,Binders,2601.95,1,0.29,-342.28
CA-2018-51424,2018-08-31,First Class,Consumer,New York,Central,Office Supplies,Accessories,3915.45,7,0.13,38.15
CA-2017-63744,2019-10-18,Standard Class,Corporate,New York,Central,Furniture,Binders,4194.29,6,0.33,-609.13
CA-2018-20634,2018-02-26,First Class,Consumer,Florida,West,Office Supplies,Paper,2922.82,5,0.18,202.24
CA-2019-39300,2018-12-13,First Class,Corporate,California,East,Furniture,Tables,2021.15,5,0.27,-18.98
CA-2016-20749,2017-09-04,Standard Class,Corporate,Washington,East,Furniture,Binders,4733.05,9,0.24,-424.52
CA-2018-35121,2017-03-13,Standard Class,Corporate,Florida,East,Office Supplies,Copiers,1240.14,1,0.19,-40.35
CA-2018-47487,2022-01-28,Second Class,Home Office,California,South,Office Supplies,Accessories,4017.44,8,0.36,-1096.58
CA-2018-43361,2017-07-04,Second Class,Corporate,Texas,Central,Technology,Phones,3064.13,2,0.44,-1158.59
CA-2017-24056,2017-01-06,Same Day,Consumer,Ohio,East,Office Supplies,Accessories,1890.71,7,0.0,397.62
CA-2019-36035,2020-05-14,First Class,Home Office,New York,Central,Furniture,Binders,16.83,6,0.47,-6.8
CA-2019-29877,2021-04-17,Second Class,Consumer,California,East,Furniture,Phones,2238.53,2,0.26,-59.42
CA-2016-65316,2021-06-23,Same Day,Home Office,Illinois,West,Office Supplies,Paper,1390.83,3,0.35,-229.8
CA-2016-63352,2019-06-25,Second Class,Home Office,Ohio,West,Technology,Accessories,530.69,4,0.43,-175.32
CA-2015-13191,2018-01-22,Standard Class,Home Office,Illinois,Central,Office Supplies,Tables,385.04,7,0.23,-17.37
CA-2015-74641,2021-11-27,Second Class,Home Office,Ohio,Central,Furniture,Phones,1744.32,8,0.42,-565.6
CA-2018-13631,2018-11-30,First Class,Consumer,New York,West,Furniture,Phones,3077.64,2,0.09,214.46
CA-2019-52080,2020-01-05,Second Class,Corporate,Florida,South,Technology,Accessories,4189.22,8,0.08,711.71
CA-2016-30281,2020-04-15,First Class,Consumer,Washington,West,Office Supplies,Binders,925.98,9,0.33,-152.34
CA-2018-61431,2019-04-07,Standard Class,Corporate,Florida,East,Furniture,Phones,2128.97,7,0.44,-751.15
CA-2019-38602,2021-12-28,First Class,Consumer,California,South,Furniture,Paper,1965.86,1,0.45,-430.61
CA-2015-59230,2017-12-15,Second Class,Home Office,Florida,West,Furniture,Accessories,2571.84,6,0.32,-574.31
CA-2015-17099,2020-07-02,Same Day,Home Office,New York,South,Office Supplies,Paper,4049.84,8,0.26,-102.71
CA-2019-57684,2022-02-04,Standard Class,Corporate,California,South,Office Supplies,Accessories,2772.69,5,0.17,-0.45
CA-2018-73936,2021-09-22,Second Class,Corporate,Texas,South,Technology,Paper,4234.81,2,0.49,-1382.94
CA-2019-51991,2017-11-04,Standard Class,Consumer,Florida,Central,Furniture,Binders,2597.57,5,0.16,267.18
CA-2019-70920,2020-09-30,Standard Class,Corporate,Florida,West,Furniture,Accessories,3023.2,8,0.37,-431.86
CA-2017-46224,2020-02-25,Second Class,Consumer,Washington,Central,Technology,Copiers,2192.54,2,0.27,-464.32
CA-2019-38082,2022-05-15,Second Class,Corporate,California,Central,Furniture,Tables,4117.25,1,0.3,-724.46
CA-2017-86816,2017-10-14,Same Day,Corporate,Illinois,East,Technology,Binders,4619.9,4,0.2,312.91
CA-2019-26531,2019-02-05,Standard Class,Corporate,Florida,East,Technology,Paper,3199.33,4,0.48,-1361.05
CA-2019-54857,2018-12-26,Standard Class,Home Office,New York,South,Furniture,Accessories,4105.7,9,0.29,-425.71
CA-2018-19866,2019-02-01,Second Class,Home Office,Florida,South,Office Supplies,Binders,304.43,3,0.47,-72.47
CA-2018-74027,2021-06-08,First Class,Consumer,Washington,East,Office Supplies,Paper,4531.5,4,0.0,931.06
CA-2017-38138,2021-02-19,Second Class,Corporate,Texas,East,Office Supplies,Chairs,952.74,3,0.29,-47.51
CA-2016-39956,2018-01-18,Standard Class,Consumer,Washington,West,Office Supplies,Chairs,1290.04,2,0.36,-165.87
CA-2019-86295,2020-11-30,Second Class,Corporate,Florida,South,Furniture,Phones,276.12,4,0.37,-40.59
CA-2016-52533,2018-01-23,Same Day,Home Office,Illinois,South,Technology,Tables,4827.35,8,0.45,-939.47
CA-2018-33888,2018-06-09,First Class,Home Office,Ohio,East,Technology,Chairs,4261.53,1,0.0,900.98
CA-2015-45144,2021-04-30,Second Class,Corporate,Florida,West,Furniture,Copiers,4566.79,8,0.0,687.78
CA-2016-87360,2018-10-01,Same Day,Corporate,California,East,Office Supplies,Paper,4237.61,8,0.24,-305.2
CA-2018-16979,2019-07-27,Standard Class,Home Office,Florida,East,Technology,Binders,2402.86,3,0.01,526.66
CA-2015-69560,2021-07-08,Second Class,Home Office,Illinois,Central,Furniture,Accessories,4621.17,6,0.49,-1020.93
CA-2015-71558,2022-05-23,Standard Class,Consumer,California,South,Furniture,Binders,4847.67,4,0.11,39.05
CA-2016-56857,2017-10-03,Same Day,Home Office,New York,West,Office Supplies,Phones,2517.81,1,0.24,-263.06
CA-2019-95667,2018-05-15,Standard Class,Corporate,California,Central,Furniture,Binders,886.37,1,0.03,223.97
CA-2018-15978,2018-12-18,Same Day,Consumer,Washington,South,Technology,Chairs,3296.53,5,0.26,-215.5
CA-2016-69765,2017-12-03,Same Day,Corporate,Texas,East,Technology,Binders,4877.44,8,0.19,-464.62
CA-2019-49071,2022-05-28,Same Day,Consumer,Washington,West,Furniture,Chairs,4362.01,1,0.02,854.62
CA-2018-67866,2019-07-21,Second Class,Corporate,Ohio,South,Technology,Chairs,4310.46,2,0.17,550.4
CA-2016-55838,2018-04-26,Standard Class,Home Office,California,East,Furniture,Tables,4669.75,7,0.2,260.87
CA-2015-68279,2022-04-05,Standard Class,Corporate,New York,Central,Technology,Phones,4470.82,8,0.49,-1133.64
CA-2016-36806,2019-06-30,First Class,Consumer,Florida,West,Office Supplies,Copiers,3883.65,3,0.1,7.81
CA-2015-32168,2022-06-20,First Class,Corporate,California,South,Technology,Copiers,3594.18,8,0.27,-3.47
CA-2017-64093,2020-07-20,First Class,Consumer,Washington,Central,Office Supplies,Paper,1331.19,1,0.49,-410.74
CA-2018-59145,2022-04-28,First Class,Corporate,California,East,Office Supplies,Copiers,3110.49,9,0.4,-397.14
CA-2015-87425,2019-12-18,Standard Class,Home Office,California,East,Furniture,Chairs,2612.23,2,0.5,-960.11
CA-2018-12461,2020-09-13,Same Day,Home Office,California,South,Office Supplies,Accessories,4311.1,2,0.48,-1786.9
CA-2018-56804,2021-10-21,Same Day,Corporate,New York,East,Technology,Phones,2463.65,4,0.24,-174.93
CA-2018-74946,2017-04-19,Second Class,Corporate,Illinois,West,Technology,Paper,647.44,3,0.35,-150.56
CA-2015-71332,2020-07-26,Same Day,Corporate,Illinois,South,Office Supplies,Copiers,34.81,4,0.06,5.88
CA-2017-40841,2021-09-06,Standard Class,Consumer,California,Central,Furniture,Copiers,3392.59,6,0.22,235.03
CA-2015-47643,2017-11-24,Standard Class,Corporate,New York,South,Office Supplies,Accessories,2754.04,7,0.4,-488.17
CA-2015-53950,2021-12-05,Standard Class,Corporate,New York,South,Technology,Binders,1661.5,5,0.25,36.11
CA-2016-38044,2017-11-11,Second Class,Consumer,Ohio,Central,Technology,Phones,853.17,2,0.35,-159.32
CA-2019-25997,2021-02-06,First Class,Home Office,California,East,Office Supplies,Accessories,2338.91,3,0.37,-297.25
CA-2018-67941,2020-02-09,Same Day,Corporate,Washington,Central,Office Supplies,Copiers,510.43,3,0.13,66.74
CA-2017-68712,2018-11-30,Standard Class,Corporate,Washington,West,Office Supplies,Phones,1687.18,5,0.44,-358.16
CA-2018-58908,2019-02-20,Standard Class,Home Office,Texas,East,Technology,Phones,1902.27,5,0.23,-100.93
CA-2016-23057,2022-05-13,First Class,Home Office,California,South,Technology,Copiers,2333.44,4,0.11,225.1
CA-2019-65731,2020-06-06,Standard Class,Consumer,Texas,East,Technology,Binders,2338.44,8,0.43,-479.08
CA-2017-58689,2021-03-01,Same Day,Corporate,Washington,East,Furniture,Binders,1292.46,6,0.21,-125.02
CA-2017-56486,2017-06-05,Second Class,Corporate,Washington,West,Technology,Copiers,4252.55,6,0.38,-542.65
CA-2018-67804,2021-02-05,Standard Class,Consumer,California,East,Technology,Phones,1784.16,1,0.27,31.37
CA-2017-37044,2021-09-21,Same Day,Home Office,Texas,East,Furniture,Accessories,1155.64,6,0.19,-27.38
CA-2019-76912,2020-07-19,Standard Class,Consumer,Texas,East,Furniture,Tables,887.29,3,0.4,-155.04
CA-2017-18894,2019-06-06,First Class,Home Office,California,South,Furniture,Chairs,1619.67,6,0.29,-90.29
CA-2017-91942,2019-10-23,Standard Class,Consumer,Ohio,East,Furniture,Binders,347.09,6,0.2,5.4
CA-2019-39725,2019-01-28,Standard Class,Home Office,Texas,Central,Furniture,Copiers,174.21,2,0.05,23.83
CA-2018-19496,2018-12-23,Second Class,Consumer,Ohio,East,Furniture,Tables,3029.66,1,0.45,-544.09
CA-2019-39806,2021-03-15,First Class,Home Office,Florida,West,Office Supplies,Binders,3099.54,3,0.02,440.85
CA-2016-75095,2019-07-02,First Class,Home Office,Washington,East,Office Supplies,Phones,2652.65,5,0.43,-967.49
CA-2015-65147,2020-08-02,Second Class,Home Office,Illinois,East,Office Supplies,Copiers,3813.8,4,0.18,309.45
CA-2019-59666,2019-05-21,Standard Class,Home Office,Ohio,South,Office Supplies,Tables,205.36,7,0.32,-20.85
CA-2015-48787,2017-01-13,Same Day,Home Office,Ohio,Central,Technology,Copiers,4680.51,4,0.46,-925.27
CA-2017-31727,2018-08-31,First Class,Corporate,Ohio,East,Furniture,Accessories,484.37,8,0.08,2.25
CA-2016-78056,2018-05-13,First Class,Home Office,New York,Central,Technology,Accessories,3373.37,7,0.28,-749.94
CA-2016-44196,2021-10-23,Standard Class,Corporate,Texas,West,Furniture,Paper,675.65,9,0.38,-65.14
CA-2017-35498,2017-08-26,Standard Class,Home Office,Texas,South,Furniture,Chairs,4400.73,1,0.38,-1289.71
CA-2016-41656,2020-01-23,First Class,Corporate,New York,Central,Technology,Chairs,2558.46,5,0.26,-19.41
CA-2019-94899,2020-09-23,Standard Class,Corporate,Texas,South,Office Supplies,Binders,420.64,4,0.31,-22.8
CA-2016-29033,2019-02-20,Same Day,Consumer,New York,East,Technology,Chairs,3087.45,6,0.38,-471.84
CA-2016-20805,2020-04-09,First Class,Home Office,Ohio,West,Technology,Copiers,55.46,1,0.42,-18.7
CA-2018-36832,2018-08-29,Same Day,Consumer,California,South,Furniture,Copiers,3882.35,6,0.38,-633.41
CA-2015-29873,2018-10-23,Same Day,Consumer,Florida,East,Furniture,Paper,3256.42,1,0.18,300.48
CA-2019-99464,2021-07-06,Standard Class,Home Office,Ohio,Central,Furniture,Accessories,1071.0,1,0.5,-368.01
CA-2018-46751,2021-05-10,Same Day,Consumer,Florida,West,Office Supplies,Tables,1880.01,8,0.22,-125.25
CA-2017-99822,2019-04-29,Standard Class,Home Office,Washington,West,Technology,Tables,48.96,2,0.01,7.38
CA-2017-92617,2019-07-25,Second Class,Consumer,Ohio,Central,Technology,Accessories,3471.48,6,0.18,-379.89
CA-2018-19596,2021-01-30,Standard Class,Home Office,Illinois,Central,Office Supplies,Phones,1620.11,6,0.06,345.09
CA-2018-28313,2018-09-20,Same Day,Home Office,Texas,West,Technology,Accessories,2862.23,6,0.06,593.33
CA-2017-33705,2017-05-23,Second Class,Home Office,Illinois,South,Technology,Tables,4784.07,8,0.14,762.95
CA-2019-83445,2020-05-09,Standard Class,Corporate,California,West,Furniture,Binders,1504.34,4,0.03,250.17
CA-2019-88645,2020-04-18,Same Day,Consumer,Florida,Central,Office Supplies,Paper,4951.29,3,0.34,-506.03
CA-2019-90073,2018-12-15,First Class,Corporate,Ohio,South,Furniture,Accessories,3167.31,6,0.04,192.15
CA-2018-71627,2020-10-19,First Class,Consumer,California,East,Office Supplies,Phones,1218.02,4,0.1,142.36
CA-2015-47804,2018-04-24,Standard Class,Consumer,California,West,Furniture,Binders,2189.52,2,0.05,355.65
CA-2018-69664,2018-07-19,Standard Class,Consumer,Texas,Central,Technology,Accessories,3704.86,6,0.03,908.81
CA-2018-46060,2018-04-16,First Class,Corporate,California,East,Office Supplies,Binders,2237.92,5,0.13,285.78
CA-2017-26087,2018-01-19,Same Day,Consumer,Ohio,West,Office Supplies,Accessories,351.85,9,0.29,-1.89
CA-2019-33225,2021-09-12,Same Day,Corporate,Ohio,West,Furniture,Binders,851.33,6,0.48,-181.16
CA-2018-46727,2019-07-15,Same Day,Home Office,Florida,South,Office Supplies,Copiers,3958.58,3,0.44,-684.15
CA-2016-26029,2018-02-21,Standard Class,Consumer,Ohio,Central,Technology,Chairs,3245.38,5,0.44,-1214.0
CA-2016-24226,2022-01-23,Second Class,Consumer,Illinois,East,Technology,Binders,2853.43,8,0.09,489.34
CA-2018-38731,2017-11-04,Second Class,Home Office,Florida,West,Technology,Copiers,846.43,9,0.13,60.83
CA-2017-78926,2018-10-11,Second Class,Home Office,Texas,South,Furniture,Chairs,4190.41,8,0.04,440.46
CA-2017-88229,2021-09-14,Second Class,Consumer,Florida,East,Office Supplies,Tables,4804.09,3,0.39,-1565.52
CA-2019-72539,2020-10-22,Second Class,Home Office,New York,East,Furniture,Chairs,214.03,9,0.03,40.54
CA-2016-47861,2019-10-22,Standard Class,Corporate,Illinois,West,Technology,Binders,399.38,3,0.28,-59.09
CA-2019-53934,2019-12-04,Standard Class,Corporate,New York,East,Office Supplies,Paper,4424.78,8,0.12,207.72
CA-2018-20258,2019-01-09,Second Class,Consumer,New York,West,Technology,Paper,4079.61,9,0.12,409.72
CA-2019-15469,2022-02-10,Standard Class,Corporate,Washington,South,Office Supplies,Tables,3093.49,7,0.5,-686.93
CA-2015-86256,2020-01-27,Standard Class,Corporate,Ohio,South,Office Supplies,Binders,4725.38,4,0.38,-584.25
CA-2016-11651,2021-10-10,Second Class,Consumer,Texas,East,Furniture,Chairs,3235.69,9,0.42,-832.71
CA-2015-94730,2020-07-12,Same Day,Home Office,California,West,Office Supplies,Paper,1087.77,3,0.29,-155.61
CA-2018-37386,2021-12-29,Standard Class,Consumer,New York,Central,Technology,Accessories,3645.93,3,0.44,-1203.36
CA-2017-26184,2021-12-12,Same Day,Corporate,Florida,South,Office Supplies,Phones,3232.09,2,0.32,-571.74
CA-2018-31621,2017-05-20,Standard Class,Consumer,California,West,Technology,Binders,4928.87,3,0.47,-1933.29
CA-2019-87984,2021-02-13,Standard Class,Consumer,Florida,West,Furniture,Copiers,1077.34,1,0.14,164.59
CA-2015-55253,2020-06-14,Second Class,Corporate,Florida,West,Technology,Copiers,2993.45,4,0.3,-318.86
CA-2018-59811,2019-09-01,Standard Class,Corporate,California,East,Office Supplies,Accessories,3903.04,8,0.35,-1046.2
CA-2017-40254,2019-10-14,First Class,Consumer,California,Central,Technology,Accessories,1701.53,5,0.2,-105.15
CA-2018-67418,2019-08-11,First Class,Corporate,Ohio,East,Technology,Binders,1904.6,2,0.44,-482.32
